Date,Temp
1989-01-01,14.3
1989-01-02,17.4
1989-01-03,18.5
1989-01-04,16.8
1989-01-05,11.5
1989-01-06,9.5
1989-01-07,12.2
1989-01-08,15.7
1989-01-09,16.3
1989-01-10,13.6
1989-01-11,12.6
1989-01-12,13.8
1989-01-13,12.1
1989-01-14,13.4
1989-01-15,17.3
1989-01-16,19.4
1989-01-17,16.6
1989-01-18,13.9
1989-01-19,13.1
1989-01-20,16.0
1989-01-21,14.5
1989-01-22,15.0
1989-01-23,12.6
1989-01-24,12.5
1989-01-25,15.2
1989-01-26,16.2
1989-01-27,16.5
1989-01-28,20.1
1989-01-29,20.6
1989-01-30,16.9
1989-01-31,16.5
1989-02-01,16.1
1989-02-02,14.4
1989-02-03,16.3
1989-02-04,15.7
1989-02-05,14.2
1989-02-06,13.2
1989-02-07,16.8
1989-02-08,18.5
1989-02-09,16.7
1989-02-10,15.3
1989-02-11,15.9
1989-02-12,15.2
1989-02-13,17.5
1989-02-14,18.3
1989-02-15,19.4
1989-02-16,19.4
1989-02-17,19.5
1989-02-18,20.5
1989-02-19,15.7
1989-02-20,15.0
1989-02-21,16.1
1989-02-22,14.3
1989-02-23,13.0
1989-02-24,16.2
1989-02-25,17.7
1989-02-26,13.2
1989-02-27,15.8
1989-02-28,18.5
1989-03-01,20.4
1989-03-02,22.0
1989-03-03,19.7
1989-03-04,19.6
1989-03-05,20.3
1989-03-06,18.3
1989-03-07,18.9
1989-03-08,20.3
1989-03-09,21.4
1989-03-10,18.3
1989-03-11,17.8
1989-03-12,17.7
1989-03-13,12.8
1989-03-14,15.1
1989-03-15,15.0
1989-03-16,14.8
1989-03-17,12.0
1989-03-18,12.5
1989-03-19,15.0
1989-03-20,17.1
1989-03-21,17.3
1989-03-22,16.9
1989-03-23,16.5
1989-03-24,13.6
1989-03-25,13.2
1989-03-26,9.4
1989-03-27,9.5
1989-03-28,11.8
1989-03-29,10.4
1989-03-30,9.7
1989-03-31,12.6
1989-04-01,13.3
1989-04-02,15.1
1989-04-03,14.2
1989-04-04,14.2
1989-04-05,19.2
1989-04-06,12.6
1989-04-07,14.2
1989-04-08,11.9
1989-04-09,13.9
1989-04-10,13.5
1989-04-11,15.3
1989-04-12,13.9
1989-04-13,14.0
1989-04-14,12.9
1989-04-15,8.5
1989-04-16,11.4
1989-04-17,10.9
1989-04-18,12.0
1989-04-19,8.6
1989-04-20,9.0
1989-04-21,9.6
1989-04-22,10.2
1989-04-23,9.8
1989-04-24,8.3
1989-04-25,11.0
1989-04-26,11.9
1989-04-27,14.0
1989-04-28,15.8
1989-04-29,14.5
1989-04-30,13.2
1989-05-01,14.2
1989-05-02,14.6
1989-05-03,11.8
1989-05-04,14.4
1989-05-05,10.4
1989-05-06,10.3
1989-05-07,10.8
1989-05-08,10.5
1989-05-09,9.5
1989-05-10,12.5
1989-05-11,13.7
1989-05-12,12.7
1989-05-13,11.9
1989-05-14,11.4
1989-05-15,9.7
1989-05-16,8.3
1989-05-17,8.1
1989-05-18,11.7
1989-05-19,11.6
1989-05-20,7.4
1989-05-21,5.2
1989-05-22,11.0
1989-05-23,9.5
1989-05-24,9.2
1989-05-25,10.7
1989-05-26,9.0
1989-05-27,10.2
1989-05-28,10.3
1989-05-29,12.1
1989-05-30,13.2
1989-05-31,6.6
1989-06-01,2.3
1989-06-02,1.4
1989-06-03,2.1
1989-06-04,6.6
1989-06-05,8.9
1989-06-06,7.8
1989-06-07,9.0
1989-06-08,10.3
1989-06-09,7.9
1989-06-10,7.2
1989-06-11,8.6
1989-06-12,8.8
1989-06-13,6.2
1989-06-14,9.5
1989-06-15,10.2
1989-06-16,9.7
1989-06-17,11.2
1989-06-18,10.2
1989-06-19,10.1
1989-06-20,8.1
1989-06-21,6.6
1989-06-22,5.0
1989-06-23,4.7
1989-06-24,5.3
1989-06-25,4.5
1989-06-26,2.3
1989-06-27,1.4
1989-06-28,0.5
1989-06-29,2.4
1989-06-30,8.0
1989-07-01,6.0
1989-07-02,7.1
1989-07-03,9.7
1989-07-04,6.9
1989-07-05,5.3
1989-07-06,7.0
1989-07-07,6.2
1989-07-08,7.0
1989-07-09,9.7
1989-07-10,8.0
1989-07-11,8.5
1989-07-12,7.1
1989-07-13,7.5
1989-07-14,3.3
1989-07-15,1.8
1989-07-16,2.6
1989-07-17,5.3
1989-07-18,5.8
1989-07-19,5.8
1989-07-20,7.2
1989-07-21,5.3
1989-07-22,1.6
1989-07-23,3.1
1989-07-24,5.3
1989-07-25,7.7
1989-07-26,4.2
1989-07-27,5.5
1989-07-28,9.0
1989-07-29,11.2
1989-07-30,8.0
1989-07-31,7.6
1989-08-01,3.7
1989-08-02,7.5
1989-08-03,8.1
1989-08-04,8.4
1989-08-05,7.1
1989-08-06,7.6
1989-08-07,7.6
1989-08-08,5.6
1989-08-09,7.0
1989-08-10,10.5
1989-08-11,7.3
1989-08-12,7.8
1989-08-13,5.8
1989-08-14,3.8
1989-08-15,5.8
1989-08-16,6.7
1989-08-17,6.6
1989-08-18,6.6
1989-08-19,9.0
1989-08-20,8.1
1989-08-21,5.1
1989-08-22,8.6
1989-08-23,7.0
1989-08-24,5.5
1989-08-25,7.4
1989-08-26,6.2
1989-08-27,4.2
1989-08-28,6.3
1989-08-29,7.0
1989-08-30,4.0
1989-08-31,8.0
1989-09-01,8.8
1989-09-02,8.8
1989-09-03,6.1
1989-09-04,8.6
1989-09-05,8.9
1989-09-06,7.8
1989-09-07,5.0
1989-09-08,7.0
1989-09-09,13.3
1989-09-10,7.9
1989-09-11,7.5
1989-09-12,8.3
1989-09-13,7.2
1989-09-14,6.5
1989-09-15,8.9
1989-09-16,7.4
1989-09-17,9.9
1989-09-18,9.3
1989-09-19,10.6
1989-09-20,8.6
1989-09-21,7.2
1989-09-22,12.6
1989-09-23,7.8
1989-09-24,6.3
1989-09-25,9.2
1989-09-26,5.8
1989-09-27,9.0
1989-09-28,5.0
1989-09-29,11.9
1989-09-30,13.4
1989-10-01,10.5
1989-10-02,6.2
1989-10-03,5.1
1989-10-04,9.5
1989-10-05,11.7
1989-10-06,9.2
1989-10-07,7.3
1989-10-08,9.7
1989-10-09,9.4
1989-10-10,10.0
1989-10-11,10.9
1989-10-12,11.0
1989-10-13,10.9
1989-10-14,8.0
1989-10-15,11.2
1989-10-16,7.5
1989-10-17,7.2
1989-10-18,13.2
1989-10-19,12.9
1989-10-20,9.4
1989-10-21,10.2
1989-10-22,9.5
1989-10-23,12.4
1989-10-24,10.2
1989-10-25,13.4
1989-10-26,11.6
1989-10-27,8.0
1989-10-28,9.0
1989-10-29,9.3
1989-10-30,13.5
1989-10-31,8.0
1989-11-01,8.1
1989-11-02,10.0
1989-11-03,8.5
1989-11-04,12.5
1989-11-05,15.0
1989-11-06,13.3
1989-11-07,11.0
1989-11-08,11.9
1989-11-09,8.3
1989-11-10,9.7
1989-11-11,11.3
1989-11-12,12.5
1989-11-13,9.4
1989-11-14,11.4
1989-11-15,13.2
1989-11-16,13.8
1989-11-17,16.0
1989-11-18,10.9
1989-11-19,11.9
1989-11-20,12.4
1989-11-21,13.2
1989-11-22,15.5
1989-11-23,21.6
1989-11-24,14.9
1989-11-25,14.4
1989-11-26,12.9
1989-11-27,13.1
1989-11-28,14.0
1989-11-29,17.9
1989-11-30,17.7
1989-12-01,16.3
1989-12-02,18.3
1989-12-03,13.7
1989-12-04,13.3
1989-12-05,10.6
1989-12-06,14.1
1989-12-07,16.0
1989-12-08,16.5
1989-12-09,14.1
1989-12-10,18.7
1989-12-11,16.2
1989-12-12,14.8
1989-12-13,12.6
1989-12-14,10.4
1989-12-15,12.2
1989-12-16,12.6
1989-12-17,12.1
1989-12-18,17.3
1989-12-19,16.4
1989-12-20,12.6
1989-12-21,12.3
1989-12-22,11.8
1989-12-23,12.0
1989-12-24,12.7
1989-12-25,16.4
1989-12-26,16.0
1989-12-27,13.3
1989-12-28,11.7
1989-12-29,10.4
1989-12-30,14.4
1989-12-31,12.7
