Date,Temp
1983-01-01,18.4
1983-01-02,15.0
1983-01-03,10.9
1983-01-04,11.4
1983-01-05,14.8
1983-01-06,12.1
1983-01-07,12.8
1983-01-08,16.2
1983-01-09,15.5
1983-01-10,13.0
1983-01-11,10.5
1983-01-12,9.1
1983-01-13,10.5
1983-01-14,11.8
1983-01-15,12.7
1983-01-16,12.7
1983-01-17,11.5
1983-01-18,13.8
1983-01-19,13.3
1983-01-20,11.6
1983-01-21,15.4
1983-01-22,12.4
1983-01-23,16.9
1983-01-24,14.7
1983-01-25,10.6
1983-01-26,15.6
1983-01-27,10.7
1983-01-28,12.6
1983-01-29,13.8
1983-01-30,14.3
1983-01-31,14.0
1983-02-01,18.1
1983-02-02,17.3
1983-02-03,13.0
1983-02-04,16.0
1983-02-05,14.9
1983-02-06,16.2
1983-02-07,20.3
1983-02-08,22.5
1983-02-09,17.2
1983-02-10,15.9
1983-02-11,16.8
1983-02-12,13.8
1983-02-13,12.8
1983-02-14,14.0
1983-02-15,17.5
1983-02-16,21.5
1983-02-17,16.8
1983-02-18,13.6
1983-02-19,14.5
1983-02-20,14.2
1983-02-21,15.7
1983-02-22,19.7
1983-02-23,17.4
1983-02-24,14.4
1983-02-25,16.9
1983-02-26,19.1
1983-02-27,20.4
1983-02-28,20.1
1983-03-01,19.9
1983-03-02,22.0
1983-03-03,20.5
1983-03-04,22.1
1983-03-05,20.6
1983-03-06,15.0
1983-03-07,20.6
1983-03-08,21.5
1983-03-09,16.2
1983-03-10,14.1
1983-03-11,14.5
1983-03-12,21.1
1983-03-13,15.9
1983-03-14,15.2
1983-03-15,13.1
1983-03-16,13.2
1983-03-17,12.5
1983-03-18,15.2
1983-03-19,17.6
1983-03-20,15.5
1983-03-21,16.7
1983-03-22,16.3
1983-03-23,15.1
1983-03-24,12.7
1983-03-25,10.0
1983-03-26,11.4
1983-03-27,12.6
1983-03-28,10.7
1983-03-29,10.0
1983-03-30,13.9
1983-03-31,13.4
1983-04-01,12.5
1983-04-02,12.8
1983-04-03,7.8
1983-04-04,11.1
1983-04-05,10.7
1983-04-06,7.1
1983-04-07,6.7
1983-04-08,5.7
1983-04-09,9.1
1983-04-10,15.2
